# elapsed, speed,x,y,z,roll,pitch,yaw,heading,new yaw, gForceX,gForceY,gForceZ,quatX,quatY,quatZ,quatW
10.402,3.379,-0.070,-0.284,-0.508,-0.000,0.018,0.018,-1.181,-0.085,0.997,-0.005,-0.013,0.559,0.008,0.829
10.457,3.394,-0.071,-0.286,-0.508,-0.000,0.019,0.015,-1.166,-0.086,0.997,-0.005,-0.013,0.553,0.008,0.833
10.523,3.413,-0.074,-0.289,-0.508,-0.000,0.019,0.018,-1.148,-0.088,0.997,-0.005,-0.013,0.546,0.008,0.838
10.588,3.432,-0.069,-0.291,-0.509,-0.000,0.019,0.018,-1.130,-0.090,0.997,-0.005,-0.013,0.538,0.008,0.843
10.646,3.449,-0.072,-0.293,-0.509,-0.000,0.020,0.015,-1.115,-0.091,0.997,-0.005,-0.014,0.532,0.008,0.847
10.710,3.469,-0.075,-0.296,-0.509,-0.000,0.020,0.019,-1.096,-0.093,0.997,-0.006,-0.014,0.524,0.008,0.852
10.767,3.485,-0.072,-0.298,-0.510,-0.000,0.020,0.016,-1.081,-0.095,0.997,-0.005,-0.014,0.517,0.009,0.856
10.833,3.506,-0.071,-0.301,-0.510,0.000,0.020,0.019,-1.062,-0.096,0.997,-0.005,-0.014,0.509,0.009,0.860
10.898,3.526,-0.068,-0.303,-0.510,0.000,0.021,0.019,-1.042,-0.098,0.997,-0.005,-0.015,0.501,0.009,0.865
10.965,3.547,-0.073,-0.306,-0.511,0.000,0.021,0.019,-1.023,-0.100,0.997,-0.005,-0.015,0.493,0.009,0.870
11.020,3.565,-0.073,-0.308,-0.511,0.000,0.021,0.016,-1.007,-0.101,0.997,-0.005,-0.015,0.486,0.009,0.874
11.087,3.587,-0.071,-0.310,-0.511,0.000,0.022,0.020,-0.987,-0.103,0.997,-0.005,-0.015,0.477,0.009,0.879
11.142,3.605,-0.071,-0.312,-0.512,0.000,0.022,0.017,-0.971,-0.104,0.997,-0.005,-0.016,0.470,0.009,0.882
11.209,3.627,-0.070,-0.315,-0.512,0.000,0.022,0.020,-0.950,-0.106,0.997,-0.005,-0.016,0.461,0.009,0.887
11.276,3.650,-0.070,-0.317,-0.513,0.000,0.022,0.020,-0.930,-0.108,0.997,-0.005,-0.016,0.452,0.009,0.892
11.332,3.669,-0.065,-0.319,-0.513,0.000,0.023,0.017,-0.913,-0.109,0.997,-0.004,-0.016,0.445,0.009,0.895
11.397,3.692,-0.068,-0.321,-0.513,0.000,0.023,0.020,-0.893,-0.111,0.997,-0.005,-0.017,0.436,0.009,0.900
11.463,3.715,-0.065,-0.323,-0.514,0.000,0.023,0.021,-0.872,-0.112,0.997,-0.004,-0.017,0.426,0.009,0.904
11.519,3.735,-0.063,-0.325,-0.514,0.001,0.023,0.017,-0.855,-0.113,0.997,-0.004,-0.017,0.419,0.009,0.908
11.585,3.758,-0.063,-0.327,-0.515,0.001,0.024,0.021,-0.834,-0.115,0.997,-0.004,-0.017,0.409,0.009,0.912
